relation_path,entity_path
18 15 31,1606 845 1030 77
18 28,1606 845 518
29 25 25 37,1210 835 204 981 1606
29 25 25 25 25 25 37,1210 731 1393 204 1130 1098 981 1606
29 25 25 25 37,1210 835 1393 1175 981 1606
18 15 34 34 34 31,1606 845 1030 2015 484 1018 1133
14 29 20 37,1283 1033 860 981 1606
21 39 13 15 34 23,1606 323 1272 1444 1030 759 1413
21 15 31,1606 323 257 1808
21 13 34 34 34 34 31,1606 323 1030 1316 687 321 2022 1945
21 13 15 34 31,1606 323 1901 257 1235 1408
29 25 25 25 25 37,1210 1393 1130 835 1175 981 1606
18 15 34 34 34 34 34 31,1606 845 1030 31 321 1792 1830 1923 65
21 13 34 31,1606 323 1030 1749 1247
22 34 34 34 31,1607 1030 1303 1831 1863 826
22 31,1607 1030 1144
22 34 31,1607 1030 27 1144
22 34 34 31,1607 1030 1714 1123 1400
22 23,1607 1030 1461
22 34 34 34,1607 1030 1927 1749 1408
22 34 34 34 34 34 31,1607 1030 2005 321 1869 1907 1046 222
22 34 34 34 28,1608 1030 1291 768 364 264
22 31,1608 1030 1560
22 34 31,1608 1030 1142 46
22 34 34 31,1608 1030 353 55 1877
22 34 34 34 34 34 31,1608 1030 1919 1949 425 321 1826 1906
22 34 34 28,1608 1030 1698 1712 518
22 34 34 34 34 34 34 34 34 34,1608 1030 1018 1286 1299 1838 282 364 1825 260 1809
22 34 34 34 31,1608 1030 496 819 1673 576
22 34 27,1608 1030 17 964
22 34 34 23,1608 1030 1299 1688 1535
22 34 34 34 34 31,1608 1030 257 364 353 779 1247
22 34 34 34 34 34 34 31,1608 1030 755 260 1331 353 1142 572 65
22 34 28,1608 1030 2017 243
37 7,1153 1763 1609
14 7,745 466 1609
37 37 7,116 1604 1274 1609
20 7,1062 1152 1609
37 37 37 30 7,476 1944 1140 1259 170 1609
37 29 7,560 236 808 1609
21 5 7,601 1661 1597 1609
37 37 37 37 7,566 525 1163 1982 273 1609
29 7,144 1440 1609
37 37 37 37 30 7,566 525 1880 2032 1259 170 1609
21 13,231 489 1610
14 29 17,1283 134 1061 1610
15 31,1610 1030 1247
15 34 34 34 31,1610 1030 1934 1915 1866 576
15 34 31,1610 1030 1291 452
15 34 34 26 3,1610 1030 282 1139 1818 1212
15 34 34,1610 1030 1917 358
15 34 34 34 34 34 28,1610 1030 1917 425 1669 1331 33 518
15 28,1610 1030 518
15 34 34 34 34 31,1610 1030 2008 1960 260 1790 1002
15 34 34 31,1610 1030 1917 907 1945
37 35,866 47 1610
15 34 28,1610 1030 33 518
15 34 23,1610 1030 1 263
15 34 27,1610 1030 1753 1660
15 34 34 34 34 34 34 31,1610 1030 977 496 1254 1669 260 690 1913
37 18,1006 1744 1610
15 34 34 34 34,1610 1030 353 1286 1838 358
15 34 34 34 34 34 23,1610 1030 2022 789 1942 260 19 263
15 34 34 34 34 34 34 34 34 34,1610 1030 1664 737 1018 1838 484 1949 1961 1179 1673
37 37 37 9,1611 1629 1502 1531 1875
37 3,1611 1972 152
37 19,1611 1953 1692
37 37 36,1611 1654 1161 319
22 34 34 34 34,1611 484 353 1923 1861 1408
37 31 0,1611 361 372 264
22 34 31,1611 484 917 1560
37 11,1611 485 1649
37 0,1611 1842 1600
20 3,1611 1622 984
37 35 15 34 31,1611 1955 1946 247 1099 1913
22 34 34 34 23,1611 484 685 162 947 1413
37 9,1611 485 1199
35 15 34 34 34 34 31,1611 1610 1030 883 2008 1907 935 1860
20 12,1611 1622 533
31 15 34 27,1611 1420 1030 1844 1660
31 15 34 31,1611 1420 1030 1715 46
37 12,1611 1629 533
35 15 34 31,1611 1610 1030 2013 65
37 31 13 23,1611 361 158 1901 1413
31 15 31,1612 158 257 576
31 15 34 34 31,1612 950 1030 282 623 576
31 13 15 23,1612 158 1901 374 1413
31 13 28,1612 936 458 1956
31 13 15 28,1612 158 1901 445 518
31 13 15 11,1612 936 458 986 2007
31 15 34 34 34,1612 1109 484 1291 1299 358
31 15 34 34 34 34 34,1612 158 257 977 1753 789 1165 1408
31 15 34 31,1612 910 1544 2008 65
31 15 34 28,1612 1109 484 22 243
22 34 34 34 34 31,1612 484 759 1969 1964 1929 1560
18 15 23,1612 1647 1746 1413
22 34 34 34 31,1612 484 907 22 19 222
22 31,1612 484 1906
31 13 15 34 31,1612 158 1901 257 247 576
22 34 31,1612 484 687 576
31 15 34 34 34 34 34 31,1612 950 1030 762 484 55 1949 1923 1452
31 15 34 34 34 31,1612 936 977 1544 1030 26 1913
31 15 34 23,1612 979 1254 1825 1461
18 15 34 31,1612 1647 484 33 576
37 37 37 37,563 1321 68 1990 1613
37 37,454 1990 1613
37 37 37 37 37,189 504 1057 68 1990 1613
37 37 37,1328 1951 1990 1613
37 37 37 37 37 37,1364 460 1250 1972 1951 1990 1613
37 37 29 25 20 37 37 37 37,718 474 1236 1796 1634 460 1250 68 1990 1613
37 37 37 37 37 37 37 37 37,566 525 1880 1568 1734 1363 1727 68 1990 1613
37 37 3,1614 1972 1656 897
37 37 37,454 307 1654 1614
37 37,454 1654 1614
37 31 15 34 34 34 34 34 34 34,1614 1972 1109 484 907 1303 1179 2001 1299 1235 1207
22 34 31,1614 484 26 826
31 15 34 34 34 34 23,1614 936 977 1722 740 917 1544 1413
31 15 31,1614 936 977 1860
31 15 34 34 31,1614 1109 484 104 1960 1810
22 34 34 31,1614 484 810 1949 1906
22 34 34 27,1614 484 1907 1933 1728
31 15 34 31,1614 1109 484 1142 1408
22 34 34 34 34 31,1614 484 623 1254 907 1691 1810
31 13 28,1614 936 458 1956
22 34 34 34 31,1614 484 1683 1715 1679 1806
31 15 34 34 34 34 34 34 34 34,1614 936 977 1544 1030 32 1927 22 995 1299 1942
22 31,1614 484 1943
37 3,1614 1972 1456
31 15 34 34 34 31,1614 1109 484 1179 690 1207 1663
37 37 37 37,566 525 61 1654 1614
31 13 15 23,1614 936 458 986 1413
22 28,1615 1148 1852
22 23,1615 1148 1480
22 34 31,1615 282 1683 551
22 34 34,1615 282 737 358
22 34 34 34 34 31,1615 282 1790 1030 33 1673 1663
22 34 34 31,1615 282 1030 2010 1906
22 31,1615 282 65
22 34 34 34 23,1615 282 484 104 1331 1461
22 34 34 34,1615 1148 1030 282 358
22 34 34 34 34 34 34 34 31,1615 1148 1030 762 977 1291 1334 1907 20 1663
22 34 15 23,1615 282 1960 624 1413
22 34 34 34 31,1615 1148 1030 20 247 77
22 34 26 3,1615 282 1139 1215 908
22 34 34 15 23,1615 1148 1030 10 624 1461
22 34 23,1615 282 1683 1535
22 34 31,1616 484 1802 1877
17 15 23,1616 440 1352 1413
22 34 23,1616 484 770 1413
17 15 34 34 31,1616 440 484 977 1900 1247
22 34 28,1616 484 1755 212
22 34 34 31,1616 1030 2008 737 826
22 34 34 34 34 31,1616 484 839 425 257 696 46
17 15 28,1616 440 1352 533
17 15 34 31,1616 440 484 552 65
22 31,1616 484 1266
22 34 27,1616 484 1844 1660
22 16,1616 1030 1486
22 34 34 34 34 34 23,1616 1030 3 353 1331 1825 1254 1413
22 34 34 34 31,1616 1030 425 755 1544 1811
22 34 34 34 34 34 34 34 34 34,1616 484 1669 364 1254 1346 1919 1838 1030 779 1949
22 34 34 34 34 34 31,1616 484 16 260 737 1927 35 576
22 27,1616 1030 1480
17 15 34 34 34 31,1616 440 484 1831 1673 43 1144
22 34 34 34 34 34 34 31,1616 484 425 1326 2008 260 2022 1303 1330
17 15 34 34 34 34 34 34 23,1616 440 484 13 1949 768 687 685 977 1413
31 15 34 34 31,1617 1686 484 1698 1030 65
18 15 34 34 31,1617 1647 484 1854 1831 65
31 15 34 31,1617 1109 484 48 1721
31 13 15 28,1617 1686 440 1352 533
31 13 15 23,1617 1686 440 1719 1413
18 15 28,1617 1647 961 533
18 15 31 11,1617 1647 961 164 1767
31 15 34 34 34 34 34 34 34 34,1617 1686 484 739 55 1907 282 1969 321 1740 891
31 15 31,1617 1109 484 1943
18 15 34 31,1617 1647 484 1698 1877
18 28,1617 1647 533
31 15 34 34 34 31,1617 1109 484 1179 496 696 452
31 13 15 34 31,1617 1686 440 484 1749 1810
31 15 34 34 34 34 34 31,1617 1109 484 55 104 1949 1898 1179 1810
18 15 23,1617 1647 1746 1413
18 15 31,1617 1647 484 452
31 15 34 28,1617 1109 484 1139 1954
31 15 34 34 34 34 31,1617 1109 484 1018 1907 768 1179 288
18 15 34 23,1617 1647 423 1719 1413
31 15 34 34,1617 1109 484 1886 358
4 15 28,1618 1358 1148 1801
4 13 15 31,1618 1358 1662 353 1906
31 13 28,1618 1136 743 1655
4 15 23,1618 1358 1148 1480
22 28,1618 1148 1950
22 34 31,1618 484 2022 1002
31 13 23,1618 1882 1652 1413
22 31,1618 484 1249
31 15 34 34 34 34 34 31,1618 1136 1254 1544 687 737 1934 353 65
22 34 34 31,1618 484 31 891 1249
31 15 31,1618 1136 1254 1266
35 28,1618 1148 1801
31 15 34 34 31,1618 1882 353 247 2024 102
35 23,1618 1148 1480
4 13 15 28,1618 1358 1662 795 1801
22 34 34 34 34 34 34 34 34 31,1618 484 1291 2002 1907 1830 1346 739 1179 690 1668
31 15 34 31,1618 1136 1254 1669 77
35 34 34 31,1618 1148 1030 1740 1249
4 15 34 34 31,1618 1358 1148 1030 1099 1943
18 15 28,1618 1662 795 1801
31 15 34 34 28,1619 1109 484 1869 1915 243
22 23,1619 961 1413
22 34 34 34 34 34 31,1619 1179 353 1749 995 1886 1919 1723
31 15 31,1619 910 1544 1877
31 15 28,1619 1358 1148 1950
22 34 31,1619 1179 1397 1810
31 13 15 23,1619 1358 1662 1148 1480
31 13 15 34 31,1619 1882 1652 353 1759 46
31 13 15 28,1619 1358 1662 795 1801
31 13 15 31,1619 1882 1652 353 1560
31 15 23,1619 1358 1148 1480
31 15 34 34 31,1619 910 1544 739 1254 1860
22 13 23,1619 961 1352 1413
31 13 15 34 34 34 34 34 34 31,1619 1358 1662 353 2011 1331 907 1847 484 1992 1906
31 15 34 34 34 34 34 31,1619 910 1544 1915 321 1579 1886 917 452
22 31 11,1619 961 164 1767
31 15 34 31,1619 1109 484 4 1945
31 13 15 34 28,1619 1358 1662 282 6 264
31 13 15 34 34 34 31,1619 1882 1652 282 1960 260 1397 77
31 15 34 34 34 34 34 34 34 34,1619 1109 484 1826 247 1934 1334 1969 1831 1303 257
21 13 15 34 34 34 31,1620 807 1444 1030 113 789 106 1002
4 15 34 31,1620 807 1030 1966 1877
4 9,1620 807 1270
4 27 15 34 34 34 34 34 34 34,1620 807 1272 1030 819 1673 20 353 1753 1291 358
21 15 31,1620 595 1030 1945
22 34 31,1620 1030 1869 1945
21 13 15 34 34 31,1620 489 1610 1030 49 1847 1913
21 9,1620 807 1270
21 15 34 34 34 34 31,1620 595 1030 759 1915 977 113 1877
21 13 23,1620 595 1653 1480
21 15 34 31,1620 489 1030 27 576
22 34 34 34 31,1620 1030 1664 1927 947 1913
4 13 15 34 34 31,1620 807 1444 1030 789 1099 1322
21 15 34 34 34 31,1620 489 1030 1931 1886 1917 1247
21 15 34 34 31,1620 489 1030 484 947 1945
21 39 15 34 34 34 34 34 31,1620 807 1272 1030 43 104 484 1139 1207 1322
21 39 15 34 34 34 31,1620 807 1272 1030 1110 1303 1346 826
21 15 34 34 34 23,1620 807 1030 33 484 1900 1461
21 15 34 28,1620 489 1030 1207 1852
4 15 28,1620 807 1030 518
35 15 34 34 31,1621 174 1030 789 1931 1808
35 15 34 34 34 34 34 34 31,1621 174 1030 740 1934 789 1235 496 768 65
22 34 34 34 34 31,1621 1030 1018 1316 247 1919 1945
22 34 31,1621 1030 1018 1808
21 15 34 34 34 34 31,1621 807 1030 10 878 907 1900 1945
21 13 15 34 31,1621 807 1444 1030 1900 1247
35 15 31,1621 174 1030 826
35 15 34 34 34 31,1621 174 1030 789 1673 1863 1458
21 27 13 15 31,1621 807 1272 1444 1030 77
35 15 34 23,1621 174 1030 819 1413
35 15 28,1621 174 1030 518
22 34 34 34 31,1621 1030 1291 1847 260 1663
35 15 34 31,1621 174 1030 55 1906
21 15 34 23,1621 807 1030 1148 1480
21 9,1621 807 105
22 31,1621 1030 826
21 27 13 15 34 31,1621 807 1272 1444 1030 1829 1133
35 15 34 34 34 34 31,1621 174 1030 260 1142 1669 1715 452
22 34 34 31,1621 1030 891 1740 1495
35 15 27,1621 174 1030 1480
22 31,1622 1286 551
22 34 34 34 34 28,1622 484 1316 687 353 321 1518
20 31,1622 1611 1421
22 34 34 31,1622 484 1688 260 1810
22 34,1622 484 358
20 4,1622 1611 713
20 12,1622 1611 533
22 28,1622 484 533
20 22 34 31,1622 1611 484 1397 65
22 34 23,1622 484 947 1413
22 34 34 34 31,1622 1286 907 1673 1750 1877
22 34 34 23,1622 484 260 2010 263
20 35 15 31,1622 1611 1610 1030 1876
20 3,1622 1611 1464
22 34 28,1622 484 1996 243
20 37 3,1622 1611 1629 121
20 11 24,1622 1611 1968 1747
22 34 34 34 34,1622 484 1960 247 1907 358
22 34 31,1622 1286 789 1668
22 34 34 34,1622 1286 1792 1830 1408
21 27 13 15 34 34 34 31,1623 807 1272 1444 1030 22 260 1790 156
21 9,1623 807 105
22 31,1623 1030 1724
21 15 34 34 34 34 31,1623 807 1030 755 1927 1942 484 551
21 39 15 31,1623 807 1272 1030 1808
21 13 15 31,1623 689 1444 1030 1266
22 34 31,1623 1030 19 1126
21 15 34 31,1623 689 1030 2018 576
21 13 15 34 31,1623 689 1444 1030 1959 1877
21 13 15 34 34 31,1623 689 1444 1030 106 1291 1906
21 15 31,1623 689 1030 1663
21 13 15 34 23,1623 689 1444 1030 3 263
22 34 34 31,1623 1030 1937 1934 1663
22 34 34 34 31,1623 1030 2011 484 1683 65
21 27 13 15 34 31,1623 807 1272 1444 1030 1919 452
21 13 15 34 34 34 31,1623 807 1444 1030 425 1927 11 1264
21 15 34 34 31,1623 807 1030 2013 1142 1913
22 34 23,1623 1030 2010 263
21 15 34 34 34 31,1623 640 1030 907 1179 995 1810
22 34 34 34,1623 1030 1750 353 1408
31 15 31,1624 1109 484 592
22 34 34 31,1624 1316 364 995 1144
31 15 34 31,1624 950 1030 4 1913
31 15 34 34 31,1624 1539 484 1923 1303 1860
31 15 28,1624 1358 1148 1950
31 15 34 34 34 34 31,1624 1539 484 1931 1949 1927 1766 1495
31 13 15 34 34 31,1624 1358 1662 353 1964 1123 65
31 15 34 34 34 34 34 34 34 34,1624 950 1030 1996 1838 353 1280 1907 1299 1969 364
31 15 34 28,1624 1109 484 1142 1950
31 13 15 28,1624 1882 1652 1148 1852
31 13 15 34 31,1624 1358 1662 353 1863 1906
31 13 15 34 34 34 31,1624 1882 1652 282 1838 878 995 1247
31 15 23,1624 1358 1148 1480
22 34 31,1624 1316 1018 452
31 13 15 31,1624 1882 1652 282 1860
22 31,1624 1316 1560
22 34 34,1624 1316 1949 1408
31 15 34 34 34 34 34 31,1624 950 1030 1346 759 1179 26 1397 1663
31 13 15 34 28,1624 1358 1662 353 878 212
31 13 28,1624 1882 1652 1801
22 34 34 34 31,1625 1303 1831 687 1397 1247
22 34 31,1625 1303 1018 427
22 31,1625 1303 222
22 34 34 31,1625 1303 247 1740 1247
22 34 34 34 34 34 31,1625 1303 1857 1927 740 1030 1762 1495
22 34 34 34 34 34 34 34 31,1625 1303 1861 1927 977 1886 1907 947 917 576
22 34 34 34 34 31,1625 1303 1299 1838 623 687 1247
37 35,1385 1484 1626
37 33,1627 273 139
22 34 34 34 34 31,1627 247 496 1886 977 49 1663
17 15 34 23,1627 1652 282 1683 1535
35 15 23,1627 440 1746 1413
22 31,1627 247 1408
37 3,1627 273 352
17 23,1627 1652 1413
35 15 28,1627 1652 1148 1801
17 15 28,1627 1652 795 1801
22 34 31,1627 247 1869 1906
22 34 34 31,1627 247 1030 43 452
35 15 34 31,1627 440 484 690 1408
35 15 34 34 34 34 34 34 34 34,1627 440 1719 484 789 1927 1207 1331 16 1030 1886
35 23,1627 1652 1413
37 9,1627 273 2020
37 7,1627 273 1609
37 11,1627 273 1767
17 28,1627 1652 1801
35 15 31,1627 440 484 615
35 15 34 34 31,1627 1652 1148 1030 690 1945
22 34 31,1628 1030 1326 1264
35 15 34 34 34 31,1628 1653 1030 2030 1915 1996 1723
22 34 34 34 31,1628 1030 1926 1969 31 1144
21 9,1628 807 105
21 15 34 23,1628 807 1030 1815 1480
35 15 34 31,1628 1653 1030 891 576
21 15 34,1628 807 1030 1408
21 15 34 34 34 31,1628 807 1030 364 1673 819 452
35 15 34 34,1628 1653 1030 282 358
22 31,1628 1030 452
22 34 34 28,1628 1030 737 1915 243
35 15 34 34 34 34 34 34 28,1628 1653 1030 762 737 623 1291 353 13 243
22 34 34 31,1628 1030 1923 1949 1906
35 15 34 34 34 34 31,1628 1653 1030 11 353 1949 113 1721
22 34 23,1628 1030 1148 1480
22 16,1628 1030 1486
21 13 15 34 34 34 28,1628 807 1444 1030 907 1907 282 1801
21 13 15 34 31,1628 807 1444 1030 819 1560
35 23,1628 1653 1480
21 15 34 31,1628 807 1030 1299 1560
17 15 23,1629 1647 961 1413
37 12,1629 1268 533
37 31 15 34 34 31,1629 1268 1317 484 1917 572 1266
37 37,313 293 1629
37 3,1629 1268 706
22 28,1629 1352 533
37 22 34 34 31,1629 1268 1286 104 49 1663
17 28,1629 1647 533
17 15 34 31,1629 1647 423 484 1808
37 6,1629 1502 957
17 15 28,1629 1647 961 533
22 23,1629 1352 1413
37 31 15 34 31,1629 1599 1319 484 2024 1247
17 15 34 34 31,1629 1647 484 917 1346 1906
37 0,1629 1502 1462
37 37 22 31,1629 1502 517 1142 1810
17 15 31,1629 1647 423 65
37 16,1629 1268 1344
37 22 23,1629 1268 1352 1413
17 15 31 11,1629 1647 961 164 1767
17 15 34 34 31,1630 60 484 1299 685 1810
31 15 31,1630 578 1142 1808
22 34 34 31,1630 484 496 1303 1876
31 15 34 34 34 31,1630 1109 484 1397 1673 1207 46
31 15 34 31,1630 1109 484 707 261
31 15 34 23,1630 1882 353 1286 1413
31 15 23,1630 1358 1148 1480
31 15 34 34 31,1630 578 1142 1030 19 222
31 13 15 28,1630 1358 1662 795 1801
18 15 23,1630 1647 1746 1413
17 15 23,1630 60 1352 1413
22 34 34 34 34 34 31,1630 484 687 935 737 1927 2002 1560
31 15 34 34,1630 1882 353 878 1408
31 13 15 34 34 34 34 34 34 34,1630 1358 1662 353 1142 1831 878 1303 1937 1825 1179
17 15 28,1630 60 1313 533
18 15 34 31,1630 1647 484 1829 576
31 15 28,1630 1358 1148 1950
18 15 34 34 34 34 31,1630 1647 423 282 6 1949 995 1811
18 28,1630 1647 533
31 13 15 31,1630 1882 1652 282 65
31 15 34 31,1631 1318 484 1822 46
31 15 34 34,1631 1882 353 878 358
31 13 15 23,1631 1686 440 1313 1413
18 15 23,1631 1035 1746 1413
22 31,1631 484 288
22 34 34 31,1631 484 20 1673 65
31 13 15 28,1631 1882 1652 795 1801
31 15 34 34 31,1631 578 1142 687 947 1247
31 15 34 34 34 28,1631 578 1142 1346 484 2005 518
31 13 15 34 34 34 31,1631 1358 1662 353 1759 1838 707 65
22 34 31,1631 484 5 1877
18 15 34 34 34 31,1631 1035 484 1792 2008 623 1906
31 15 34 34 34 23,1631 1318 484 20 1927 1687 1535
31 13 15 34 31,1631 1358 1662 353 2010 1913
31 15 34 34 34 31,1631 578 1142 1331 1291 1960 1247
31 13 23,1631 1882 1652 1413
18 15 34 31,1631 1035 484 4 576
18 15 28,1631 1035 1313 533
22 34 34 34 31,1631 484 1900 1927 1961 551
31 15 34 34 34 34 31,1631 1318 484 2022 260 1544 1123 1495
18 15 28,1632 440 1719 533
22 34 31,1632 484 1688 826
18 15 34 34 34 34 31,1632 440 484 770 1254 247 1931 1808
18 15 23,1632 440 1719 1413
31 15 31,1632 1686 484 77
22 34 34,1632 484 1854 1408
22 34 23,1632 484 685 1413
31 15 34 34 31,1632 1686 484 917 740 102
31 13 15 23,1632 1686 440 1746 1413
31 15 34 31,1632 1686 484 425 1247
31 13 15 34 31,1632 1686 440 484 1326 1560
18 15 34 31,1632 440 484 1812 452
31 13 15 28,1632 1686 440 1352 533
22 31,1632 484 1877
22 34 34 31,1632 484 1299 1825 46
31 13 15 34 34 31,1632 1686 440 1719 484 1712 1808
18 15 34 34 34 31,1632 440 484 1286 977 739 1943
22 34 34 34,1632 484 1030 1749 1408
31 15 23,1632 1686 484 1413
31 13 15 34 34 34 31,1632 1686 440 484 917 26 1030 1144
31 15 34,1633 979 1254 358
31 15 31,1633 1686 484 65
31 15 34 34 34 34 34 31,1633 979 1254 162 1291 1942 789 1099 1811
31 15 34 23,1633 1318 484 1898 1461
22 34 34 31,1633 484 162 759 1408
31 15 23,1633 1318 484 1413
31 15 34 31,1633 979 1254 947 1560
31 15 34 34 31,1633 1109 484 623 247 1945
31 13 15 28,1633 1686 440 1352 533
31 15 34 34 34 31,1633 1109 484 1964 1886 1996 65
22 34 31,1633 484 1326 1663
22 34 28,1633 484 1964 518
22 34 23,1633 484 1683 1535
31 13 15 34 31,1633 1686 440 484 1693 1002
31 15 34 34 28,1633 1109 484 1142 364 518
31 15 34 34,1633 1109 484 1812 1408
31 15 34 34 34 34 31,1633 1686 484 113 1179 162 572 1808
31 13 15 34 34 31,1633 1686 440 1719 484 5 222
31 15 34 26 12,1633 1109 484 1299 2016 264
31 15 34 34 34 27,1633 1686 484 1915 1326 2008 1660
37 37 29,718 474 1236 1634
35 15 28,1634 440 1313 533
25 3,1634 1796 121
37 37 29 25,718 474 1236 1795 1634
22 34 34 31,1634 257 260 2010 1126
25 22 34 31,1634 697 484 1669 1806
17 15 23,1634 440 1746 1413
11 15 34 34 34 34 34 34 34 28,1634 1968 1838 32 1179 1857 1299 1949 257 55 518
25 37 37 3,1634 1795 1236 1599 539
20 37 3,1634 460 1268 1138
25 9,1634 1795 1485
20 16,1634 460 1336
17 15 28,1634 440 1719 533
25 37 22 23,1634 1795 1236 1352 1413
11 24,1634 1968 1747
25 17 15 23,1634 1796 440 1746 1413
35 15 23,1634 440 1313 1413
20 3,1634 460 1232
25 36,1634 1796 279
35 15 34 31,1634 440 484 1996 1913
37 3,1635 1599 24
37 37 31 13 15 28,1635 973 2032 1358 1662 795 1801
37 37 35 23,1635 1580 1955 1901 1413
22 31,1635 484 1144
37 37 3,1635 1734 1580 536
37 12,1635 1581 1801
37 11,1635 1580 1708
37 31 15 34 31,1635 1734 99 1291 1863 46
18 15 34 31,1635 440 484 364 1808
37 22 23,1635 973 1148 1480
37 37 16,1635 1734 1503 141
37 37 7,1635 1982 273 1609
37 22 28,1635 973 1148 1852
37 0,1635 973 1600
22 23,1635 484 1413
22 34,1635 484 358
37 37,1635 1580 1965
18 15 31,1635 440 484 1400
37 8,1635 1734 1672
22 34 34 34 28,1635 484 162 260 995 212
18 15 13 23,1636 1035 961 1352 1413
22 31,1636 484 1811
22 34 31,1636 484 1971 1913
17 15 23,1636 668 1746 1413
31 15 34 31,1636 158 257 1254 46
35 34 31,1636 484 39 1663
31 13 15 34 34 31,1636 1882 1652 1148 1030 16 1810
6 15 13 23,1636 1035 961 1352 1413
18 15 34 34 31,1636 1035 484 737 947 1811
31 13 15 31,1636 158 1901 257 1913
35 34 34 34 34 34 34 31,1636 484 56 1927 687 353 977 1099 551
17 15 28,1636 668 1313 533
17 15 34 34 31,1636 668 423 282 1688 1808
18 15 23,1636 1035 1352 1413
31 13 15 28,1636 1882 1652 1148 1801
31 13 28,1636 1882 1652 1801
35 34 27,1636 484 3 1370
31 15 34 34 31,1636 158 257 1397 1579 1877
35 34 34 34 31,1636 484 690 1299 1933 46
31 15 31,1636 158 257 1663
31 15 34 34 34 34 31,1637 1318 484 1917 1949 1397 10 1808
31 15 34 31,1637 1882 353 1838 1945
6 34 34 31,1637 1207 1235 353 1877
31 13 15 23,1637 1026 444 1746 1413
31 15 34 34 34 23,1637 1882 353 1933 1886 282 1413
31 15 34 34 34 31,1637 1109 484 1755 1286 1346 65
31 13 15 34 34 34 34 34 31,1637 857 1652 1148 1030 27 878 2008 1844 1913
31 15 34 27,1637 1026 1286 1018 166
31 15 31,1637 910 1544 46
6 31,1637 1207 1724
31 15 34 23,1637 910 1544 1123 1461
31 15 34 34 31,1637 578 1142 1254 1792 1906
31 13 28,1637 1882 1652 1801
31 15 23,1637 1358 1148 1480
31 13 15 34 31,1637 1026 444 1286 247 576
18 15 34 34 34 34 31,1637 1647 423 1838 1334 260 4 1002
6 34 34 34 34 34 34 34 28,1637 1207 1907 1949 1931 496 789 2022 1046 533
31 13 15 34 34 34 34 31,1637 1358 1662 1148 1030 1235 162 947 1560
18 15 34 31,1637 1647 484 1898 551
31 13 15 31,1637 1136 743 1254 1247
15 34 31,1638 1030 707 1266
15 34 34 31,1638 1030 1299 1346 1906
15 31,1638 1030 77
37 17,1978 416 1638
15 34 34 34 34 31,1638 1030 1960 104 1917 1291 1247
15 34 34 34 34 34 31,1638 1030 1722 1755 1792 260 1713 1002
15 27,1638 1030 1480
15 34 34 34 31,1638 1030 33 1927 1886 1906
37 18,573 1448 1638
15 34 23,1638 1030 2013 263
15 23,1638 1030 1461
15 16,1638 1030 1486
15 34 34 34,1638 1030 768 1273 358
15 34 27,1638 1030 1326 1660
15 34 34 34 23,1638 1030 1299 789 496 1413
15 34 34 34 34 34 34 31,1638 1030 924 1673 819 13 1664 31 1452
15 34 34 34 34 34 34 27,1638 1030 1179 2013 364 1969 484 1755 166
15 34 34 28,1638 1030 1142 1316 212
15 34 28,1638 1030 1792 212
15 34 34 34 34 34 34 34 34 34,1638 1030 1960 1291 162 977 1942 425 1825 484 687
22 34 31,1022 257 1280 1639
22 34 34 34 34 31,1072 1030 2024 2030 1915 55 1639
34 34 34 34 34 34 34 34 34 31,282 6 1949 907 977 247 2018 260 924 1996 1639
22 34 34 34 34 34 34 34 31,1791 257 55 1291 1915 1929 1937 687 1831 1639
22 34 34 34 34 34 34 31,929 1030 1284 739 260 1303 1830 55 1639
22 34 34 34 31,1387 1142 1179 496 13 1639
22 34 34 31,711 1030 1847 1912 1639
29 25 37 22 34 31,1210 731 981 1017 1030 2017 1639
37 37 22 34 34 34 31,432 1309 1140 247 1825 907 22 1639
30 22 34 34 34 34 34 34 34 31,794 1257 247 1714 1969 1331 2015 1030 1886 1280 1639
17 15 34 31,336 1610 1030 2017 1639
37 37 37 22 34 34 34 31,476 1836 973 1656 247 768 1907 740 1639
37 22 34 34 34 31,1067 1114 364 27 1142 1996 1639
38 15 34 34 34 34 31,1077 845 1030 572 1142 1291 1869 1639
37 37 35 34 34 31,455 1984 2 1673 977 1847 1639
35 34 34 31,1738 247 1346 55 1639
22 34 34 34 34 34 31,196 364 947 2001 260 19 22 1639
37 22 34 34 31,1265 723 1030 1959 19 1639
18 34 34 34 34 34 31,1379 1822 1792 878 789 321 1869 1639
37 37 37 22 34 34 34 34 31,509 293 1982 1503 247 1316 1969 353 1903 1639
22 34 31,1640 1030 1762 1906
21 39 38 15 34 34 34 34 34 34,1640 637 684 1610 1030 1900 1927 740 1933 977 2008
21 13 34 28,1640 637 1030 1679 518
21 13 34 34 31,1640 637 1030 26 1397 1144
21 13 34 34 34 31,1640 637 1030 1792 260 1900 46
21 39 38 15 34 31,1640 637 684 1610 1030 1802 1247
22 34 34 34 31,1640 1030 353 106 425 618
22 34 34 34 34 31,1640 1030 1715 1669 1927 690 1330
21 13 34 31,1640 637 1030 1046 576
21 39 15 34 31,1640 637 684 1030 883 156
22 34 34 31,1640 1030 260 43 1945
21 13 34 34 34 34 34,1640 637 1030 26 353 995 1969 358
22 31,1640 1030 1877
21 13 34 34 34,1640 637 1030 484 1907 358
21 39 5,1640 637 684 167
21 39 13 15 34 34 31,1640 637 684 1610 1030 1280 1291 65
