relation_path,entity_path
34 34 34,1780 484 247 1762
34 34,1762 1030 1790
34 34 34,1762 1030 789 1790
34 34,1790 1030 1762
34 34 34,1790 1030 1780 1762
34 34,1762 1949 1927
34 34,1927 891 1762
34 34,1762 353 1949
34 34,1949 484 1762
37 37 3,1763 1604 1274 86
37 21 5 3,1763 656 1651 1302 86
37 21 5 20 3,1763 656 1651 1302 394 86
37 3,1763 656 456
37 37 3,1763 1604 1274 456
37 21 5 3,1763 656 1651 1302 456
37 21 5 20 20 3,1763 656 1651 1302 394 38 456
37 37 3,1763 1604 1274 908
22 34 26 3,1763 1030 690 1215 908
37 22 34 26 3,1763 1604 1030 690 1215 908
22 34 34 26 3,1763 1030 1207 690 1215 908
21 15 34 26 3,1763 1908 1030 690 1215 908
37 37 3,1763 1604 1274 984
37 37 37 3,1763 1604 1274 1677 984
37 3,1763 1604 1478
37 37 3,1763 1604 1603 1478
37 37 30 3,1763 1604 1274 208 1478
37 3,1763 1606 1573
37 37 30 3,1763 1604 1274 208 1573
37 3,1763 1606 1646
37 37 3,1763 1604 1603 1646
22 34 26 3,1763 1030 353 842 1646
37 37 30 3,1763 1604 1274 208 1646
22 34 34 26 3,1763 1030 1207 353 842 1646
21 15 34 26 3,1763 1908 1030 353 842 1646
37 22 34 26 3,1763 1604 1030 353 842 1646
37 7,1763 656 435
37 37 7,1763 1604 1603 435
37 21 5 7,1763 656 1651 1302 435
37 37 30 7,1763 1604 1274 208 435
37 21 5 20 20 7,1763 656 1651 1302 394 38 435
37 7,1763 656 1609
37 37 7,1763 1604 1274 1609
37 7,1763 1606 1665
37 37 7,1763 1604 1274 1665
37 37 9,1763 1604 1274 103
37 21 5 21 9,1763 656 1651 1302 640 103
37 9,1763 656 1239
37 37 30 21 9,1763 1604 1274 208 975 1239
37 37 21 9,1763 1604 1603 1593 1412
37 12,1763 656 518
22 28,1763 1030 518
37 22 28,1763 656 364 518
22 34 28,1763 1030 2030 518
37 18 28,1763 1606 845 518
21 15 28,1763 1908 1030 518
22 16,1763 1030 1486
37 16,1763 1604 1486
37 22 16,1763 1604 1030 1486
21 15 16,1763 1908 1030 1486
37 37 16,1763 1604 1603 1486
37 37 21,1763 1604 1274 489
37 21 5 21,1763 656 1651 1302 489
21 39,1763 491 1272
37 21 39,1763 1606 323 1272
37 21 5 21,1763 656 1651 1302 1908
21 15,1763 1908 1030
37 22,1763 1604 1030
21 13 15,1763 489 1610 1030
37 37 22,1763 1604 1274 1030
37 21 15,1763 656 689 1030
30 3,1764 574 539
30 3,1764 574 908
22 34 34 26 3,1764 1142 484 1139 1215 908
30 22 34 26 3,1764 574 623 1139 1215 908
30 3,1764 574 984
30 3,1764 574 1141
22 34 26 3,1764 1142 353 842 1141
30 22 34 26 3,1764 574 623 353 842 1141
22 34 34 26 3,1764 1142 27 353 842 1141
22 34 28,1764 1142 484 533
30 22 34 28,1764 574 1142 484 533
22 34 34 28,1764 1142 484 1273 533
22 28,1764 1142 1950
30 22 28,1764 574 1142 1950
22 34 34 28,1764 1142 27 1110 1950
30 22 34 28,1764 574 623 1142 1950
30 22,1764 574 1142
30 22 34,1764 574 623 1142
30 22 34 34,1764 574 623 2008 1142
22 34 26 3,1765 1207 1139 1818 594
22 34 34 26 3,1765 1030 1207 1139 1818 594
22 34 34 34 26 3,1765 1030 1207 484 1139 1818 594
22 34 26 3,1765 1207 1139 1818 1212
22 34 34 26 3,1765 1148 1030 690 1215 1212
31 15 34 26 3,1765 1420 1030 690 1215 1212
22 28,1765 1030 518
22 34 28,1765 1207 1969 518
31 15 28,1765 1420 1030 518
22 28,1765 1207 1852
22 34 28,1765 1030 1207 1852
22 34 34 28,1765 1207 1030 1148 1852
31 15 34 28,1765 1420 1030 1207 1852
22 34 26 12,1765 1207 1139 1818 1852
22 34 16,1765 1030 687 1747
22 34 34 16,1765 1148 1030 1996 1747
31 15 34 16,1765 1420 1030 1996 1747
22 34,1765 1148 1030
31 15,1765 1420 1030
22 34 34,1765 1207 2008 1030
22 34,1765 1030 1148
31 15 34,1765 1420 1030 1148
22 34 34,1765 1207 1030 1148
22 34 34 34,1765 1207 2008 1030 1148
22 34,1765 1030 1207
31 15 34,1765 1420 1030 1207
22 34 34,1765 1030 1179 1207
22 34 26 31,1765 1207 1139 1215 1421
31 15 34 26 31,1765 1420 1030 690 1215 1421
22 34 34 26 31,1765 1030 1207 690 1215 1421
34 27,1766 1030 1480
34 23,1766 1030 1480
34 34 23,1766 1927 1809 1480
34 34 26,1766 1927 1770 2016
22 34 34,2016 257 1030 1766
31 15 34 34,2016 158 257 1030 1766
22 34 34 34,2016 257 1927 1030 1766
26 12,1766 2016 518
34 28,1766 1030 518
26 22 28,1766 2016 257 518
34 34 28,1766 1030 2030 518
34 31,1766 1030 46
34 34 31,1766 1927 364 46
26 22 31,1766 2016 257 46
34 31,1766 1030 65
34 34 31,1766 1030 2030 65
26 22 31,1766 2016 257 65
34 31,1766 1030 156
34 34 31,1766 1927 1809 156
34 31,1766 1030 452
34 34 31,1766 1927 364 452
26 22 31,1766 2016 257 452
34 31,1766 1030 576
34 34 31,1766 1927 552 576
26 22 31,1766 2016 257 576
34 34 31,1766 1927 1809 1002
34 34 31,1766 1030 1802 1133
34 31,1766 1030 1247
34 34 31,1766 1927 1030 1247
26 22 31,1766 2016 257 1247
34 34 31,1766 1030 1740 1249
26 22 31,1766 2016 257 1249
34 34 31,1766 1030 1715 1495
34 34 31,1766 1927 1809 1806
34 34 27,1766 1927 1809 1806
26 22 31,1766 2016 257 1806
34 31,1766 1030 1808
34 34 31,1766 1927 496 1808
26 22 31,1766 2016 257 1808
34 31,1766 1030 1810
34 34 31,1766 1030 1207 1810
26 22 31,1766 2016 257 1810
34 31,1766 1030 1877
34 34 31,1766 1927 484 1877
34 34 31,1766 1927 1773 1906
26 22 31,1766 2016 257 1906
34 31,1766 1030 1913
34 34 31,1766 1927 484 1913
26 22 31,1766 2016 257 1913
34 31,1766 1030 1945
34 34 31,1766 1927 56 1945
26 22 31,1766 2016 257 1945
34 34,1766 1030 1927
26 22 34,1766 2016 257 1927
34 34 34,1766 1030 2030 1927
34 34,1927 1030 1766
34 34 34,1927 2030 1030 1766
22 34 26 3,1768 484 1139 1818 377
37 22 34 26 3,1768 1951 484 1139 1818 377
22 34 34 26 3,1768 484 1207 1139 1818 377
31 15 34 26 3,1768 1109 484 1139 1818 377
37 22 34 34 26 3,1768 1951 484 1207 1139 1818 377
22 34 34 34 26 3,1768 484 623 282 1139 1818 377
37 3,1768 1951 1494
37 37 3,1768 1951 1990 1494
22 34 26 3,1768 484 1139 1818 1494
37 37 37 3,1768 1951 1990 1842 1494
37 37 3,1768 1951 1248 1879
31 15 26 3,1768 1882 353 842 1879
37 37 37 3,1768 1951 190 1323 1879
22 34 26 3,1768 484 353 842 1879
37 36,1768 1951 319
37 12,1768 1951 533
22 28,1768 484 533
37 22 28,1768 1951 164 533
22 34 28,1768 484 1273 533
31 15 28,1768 1109 484 533
37 22,1768 1951 484
31 15,1768 1109 484
37 17 15,1768 1951 668 484
31 13 15,1768 1686 440 484
31 15 34,1768 1882 353 484
37 31 15,1768 1951 1109 484
37 31,1768 1951 1109
22 34 26 3,1769 484 353 1803 1879
31 15 34 26 3,1769 578 1142 353 842 1879
22 34 34 26 3,1769 484 1971 353 842 1879
31 15,1769 1109 484
31 15 34,1769 578 1142 484
31 15 34 34,1769 578 1142 27 484
31 13 15 34,1769 158 1901 257 484
22 34 26 31,1769 484 1691 2016 158
34 34 27,1770 1927 364 1480
34 34 23,1770 1927 1857 1480
34 34 26,1770 1927 1766 2016
22 34 34,2016 257 1030 1770
31 15 34 34,2016 158 257 1030 1770
22 34 34 34,2016 257 1927 1030 1770
34 34 31,1770 1927 1280 46
26 22 31,1770 2016 257 46
34 31,1770 1927 65
26 22 31,1770 2016 257 65
34 34 31,1770 1927 2030 65
34 34 31,1770 1927 2013 222
34 34 31,1770 1927 1280 452
26 22 31,1770 2016 257 452
34 34 31,1770 1927 1280 576
26 22 31,1770 2016 257 576
34 34 31,1770 1927 2013 1002
34 34 31,1770 1927 1773 1133
34 34 31,1770 1927 364 1247
26 22 31,1770 2016 257 1247
34 34 31,1770 1927 364 1249
26 22 31,1770 2016 257 1249
34 34 31,1770 1927 878 1495
34 34 31,1770 1927 1291 1663
26 22 31,1770 2016 257 1663
34 34 31,1770 1927 1917 1806
26 22 31,1770 2016 257 1806
34 34 27,1770 1927 1809 1806
34 34 31,1770 1927 1286 1808
26 22 31,1770 2016 257 1808
34 31,1770 1927 1810
26 22 31,1770 2016 257 1810
34 34 31,1770 1927 696 1810
34 34 31,1770 1927 1280 1906
26 22 31,1770 2016 257 1906
34 34 31,1770 1927 1280 1913
26 22 31,1770 2016 257 1913
34 34 31,1770 1927 1959 1945
26 22 31,1770 2016 257 1945
26 22 34,1770 2016 257 1927
26 31 15 34,1770 2016 158 257 1927
26 22 34 34,1770 2016 257 2008 1927
34 34,1927 1030 1770
34 34 34,1927 2030 1030 1770
4 15 34 26 3,1771 1109 484 1139 1818 377
35 15 34 26 3,1771 1662 282 1139 1818 377
18 15 34 26 3,1771 1662 282 1139 1818 377
4 15 34 34 26 3,1771 1109 484 1207 1139 1818 377
18 15 34 34 26 3,1771 1662 282 484 1139 1818 377
35 15 34 34 26 3,1771 1662 282 484 1139 1818 377
31 15 34 34 26 3,1771 158 257 484 1139 1818 377
31 15 34 26 3,1771 979 1254 690 1215 1212
4 15 34 26 3,1771 1109 484 690 1215 1212
35 15 34 26 3,1771 1662 282 1139 1818 1212
18 15 34 26 3,1771 1662 282 1139 1818 1212
22 34 34 26 3,1771 1148 1030 690 1215 1212
35 15 26 4,1771 1662 353 842 972
18 15 26 4,1771 1662 353 842 972
35 15 26 36,1771 1662 353 1803 972
18 15 26 36,1771 1662 353 1803 972
31 15 34 26 36,1771 979 1254 353 1803 972
31 15 34 26 4,1771 979 1254 353 842 972
4 15 34 26 4,1771 1109 484 353 842 972
31 15 28,1771 550 247 264
31 15 34 28,1771 158 257 364 264
31 13 15 28,1771 550 1946 247 264
22 34 34 28,1771 1148 1030 2018 264
31 15 26 12,1771 158 257 2016 264
35 15 34 28,1771 1662 353 1688 264
22 28,1771 961 533
4 15 28,1771 1109 484 533
22 13 28,1771 961 1352 533
22 31 28,1771 961 164 533
4 15 34 28,1771 1109 484 1273 533
31 15 34 28,1771 158 257 1273 533
4 15 34 34 28,1771 1109 484 260 856 1279
31 15 34 34 28,1771 550 247 1915 856 1279
22 34 34 34 28,1771 1148 1030 260 856 1279
35 15 34 34 28,1771 1662 353 260 856 1279
18 15 34 34 28,1771 1662 353 260 856 1279
22 28,1771 1148 1801
35 15 28,1771 1662 282 1801
18 15 28,1771 1662 282 1801
31 15 28,1771 1358 1148 1801
4 15 28,1771 1358 1148 1801
31 13,1771 1358 1662
4 13,1771 1358 1662
31 15 34 26 35,1771 550 247 353 1803 1662
31 15 34 26 17,1771 979 1254 353 842 1662
35 15,1771 1662 1148
18 15,1771 1662 1148
31 15,1771 1358 1148
4 15,1771 1358 1148
31 13 15,1771 1358 1662 1148
4 13 15,1771 1358 1662 1148
35 15 34 34,1771 1662 282 1030 1148
18 15 34 34,1771 1662 282 1030 1148
31 15 34 34,1771 979 1254 1030 1148
31 15 34 26 31,1771 979 1254 257 2016 158
22 34 34 26 31,1771 1148 1030 1780 2016 158
35 15 34 26 31,1771 1662 282 1790 2016 158
18 15 34 26 31,1771 1662 282 1790 2016 158
31 15 34 26 31,1771 979 1254 690 1215 1421
4 15 34 26 31,1771 1109 484 690 1215 1421
35 15 34 26 31,1771 1662 282 1139 1215 1421
18 15 34 26 31,1771 1662 282 1139 1215 1421
22 34 34 26 31,1771 1148 1030 690 1215 1421
31 15 34 34 26 31,1771 979 1254 2008 690 1215 1421
35 15 34 34 26 31,1771 1662 353 1207 1139 1215 1421
35 15 34 34 26 3,1772 743 1254 484 1139 1818 1494
35 15 34 34 34 26 3,1772 743 1254 484 1207 1139 1818 1494
35 15 34 26 3,1772 743 1254 690 1215 1498
35 15 34 34 26 3,1772 743 1254 2008 690 1215 1498
35 15 34 26 3,1772 743 1254 353 842 1646
35 15 34 34 26 3,1772 743 1254 2008 353 842 1646
35 28,1772 743 1655
35 15 28,1772 743 1254 1655
35 15 34 28,1772 743 1254 707 1655
35 15 34 34 28,1772 743 1254 1291 865 1655
34 34 23,1773 1927 883 1480
34 34 27,1773 257 364 1480
34 26,1773 257 2016
34 34 26,1773 1927 257 2016
22 34 34,2016 257 1927 1773
31 15 34 34,2016 158 257 1927 1773
22 34 34 34,2016 257 2008 1927 1773
26 12,1773 2016 518
34 28,1773 257 518
26 22 28,1773 2016 257 518
34 26 12,1773 257 2016 518
34 34 28,1773 1927 1123 518
34 31,1773 257 46
34 34 31,1773 1927 496 46
26 22 31,1773 2016 257 46
34 31,1773 257 65
34 34 31,1773 257 1907 65
26 22 31,1773 2016 257 65
34 34 31,1773 1927 1018 156
34 31,1773 257 576
34 34 31,1773 1927 496 576
26 22 31,1773 2016 257 576
34 34 31,1773 1927 6 1002
34 34 31,1773 1927 1018 1133
34 31,1773 257 1247
34 34 31,1773 1927 2030 1247
26 22 31,1773 2016 257 1247
34 31,1773 257 1249
34 34 31,1773 1927 1809 1249
26 22 31,1773 2016 257 1249
34 31,1773 257 1663
34 34 31,1773 1927 496 1663
26 22 31,1773 2016 257 1663
34 31,1773 257 1806
34 34 31,1773 1927 1809 1806
34 34 27,1773 1927 1809 1806
26 22 31,1773 2016 257 1806
34 31,1773 257 1808
34 34 31,1773 1927 496 1808
26 22 31,1773 2016 257 1808
34 31,1773 257 1810
34 34 31,1773 257 1907 1810
26 22 31,1773 2016 257 1810
34 34 31,1773 257 1933 1877
34 31,1773 257 1906
34 34 31,1773 1927 496 1906
26 22 31,1773 2016 257 1906
34 31,1773 257 1913
34 34 31,1773 1927 496 1913
26 22 31,1773 2016 257 1913
34 31,1773 257 1945
34 34 31,1773 1927 113 1945
26 22 31,1773 2016 257 1945
26 22,1773 2016 257
34 34,1773 1927 257
26 31 15,1773 2016 158 257
34 34 34,1773 1927 696 257
34 34,257 1927 1773
34 34 34,257 1907 1927 1773
34 34,1773 257 1927
26 22 34,1773 2016 257 1927
34 34 34,1773 257 1907 1927
37 3,1774 383 539
37 37 3,1774 2032 627 539
37 37 37 3,1774 1163 1982 273 539
37 3,1774 1953 556
37 37 3,1774 1568 1734 556
37 37 37 3,1774 1568 1734 1503 556
37 3,1774 2032 594
37 37 3,1774 2032 766 594
37 3,1774 1953 984
37 37 3,1774 2032 266 984
37 37 37 3,1774 1568 2032 266 984
37 37 37 37 3,1774 1163 1982 2032 266 984
37 3,1774 527 1141
22 34 26 3,1774 484 353 842 1141
37 22 34 26 3,1774 527 247 353 842 1141
22 34 34 26 3,1774 484 1971 353 842 1141
37 35 34 26 3,1774 1163 247 353 842 1141
37 17 15 26 3,1774 2032 1652 353 842 1141
37 3,1774 2032 1212
37 37 3,1774 2032 2019 1212
37 3,1774 1568 1464
37 37 3,1774 1568 1975 1464
37 37 37 3,1774 1568 2032 1567 1464
37 3,1774 2032 1667
37 37 3,1774 2032 2019 1667
37 37 37 11,1774 2032 1972 1243 992
37 37 37 37 11,1774 1163 1982 1972 1243 992
37 37 37 37 37 11,1774 2032 1727 766 1972 1243 992
37 12,1774 383 518
37 22 28,1774 383 1030 518
22 34 28,1774 484 2030 518
37 37 12,1774 833 276 518
37 37 22,1774 1163 1982 484
37 22 34,1774 833 1030 484
37 35 34,1774 1163 247 484
37 37 37 22,1774 1163 1982 1381 484
37 37,1774 1568 2032
37 37 37,1774 1163 1982 2032
37 37 37 37,1774 1163 275 1982 2032
18 15 34 26 3,1775 1647 484 1139 1818 377
31 15 34 26 3,1775 1539 484 1139 1818 377
18 15 34 34 26 3,1775 1647 484 1207 1139 1818 377
31 15 34 34 26 3,1775 1109 484 1207 1139 1818 377
31 15 26 3,1775 1882 353 842 1879
31 15 34 26 3,1775 578 1142 353 1803 1879
31 13 15 26 3,1775 1882 1652 353 1803 1879
22 28,1775 961 533
18 28,1775 1647 533
22 13 28,1775 961 1352 533
18 15 28,1775 1647 961 533
22 31 28,1775 961 164 533
31 15 28,1775 1539 484 533
18 15,1775 1647 961
31 15 34 26 31,1775 936 977 690 1215 1421
18 15 34 26 31,1775 1647 484 1139 1215 1421
22 34 26 3,1776 484 1139 1818 377
18 15 34 26 3,1776 668 484 1139 1818 377
22 34 34 26 3,1776 484 1207 1139 1818 377
31 15 34 26 3,1776 1109 484 1139 1818 377
18 15 34 34 26 3,1776 668 484 1207 1139 1818 377
22 34 26 3,1776 484 1139 1818 1212
18 15 34 26 3,1776 668 484 1139 1818 1212
22 34 34 26 3,1776 484 1207 1139 1215 1212
31 15 34 26 3,1776 1109 484 1139 1818 1212
22 34 26 3,1776 484 1139 1818 1494
18 15 34 26 3,1776 668 484 1139 1818 1494
22 34 34 26 3,1776 484 1207 1139 1818 1494
31 15 34 26 3,1776 1319 484 1139 1818 1494
18 15 34 34 26 3,1776 668 484 1207 1139 1818 1494
22 34 26 3,1776 484 1139 1215 1498
18 15 34 26 3,1776 668 484 1139 1215 1498
22 34 34 26 3,1776 484 1207 1139 1215 1498
31 15 34 26 3,1776 1319 484 1139 1215 1498
22 34 26 17 15 31 11,1776 484 690 1215 88 211 164 1767
31 15 34 26 17 15 31 11,1776 1686 484 1139 1215 88 211 164 1767
22 34 34 26 17 15 31 11,1776 484 1207 1139 1215 88 211 164 1767
18 15 34 26 17 15 31 11,1776 668 484 690 1215 88 211 164 1767
22 28,1776 484 533
18 15 28,1776 668 423 533
22 34 28,1776 484 1273 533
31 15 28,1776 1109 484 533
18 15,1776 668 484
31 15,1776 1109 484
18 15 34,1776 668 423 484
31 13 15,1776 1686 440 484
18 15 34 34,1776 668 423 1907 484
31 13 15 34,1776 1686 440 1719 484
22 34 26 3,1777 1030 690 1215 908
35 15 34 26 3,1777 1653 1030 690 1215 908
22 34 34 26 3,1777 1030 1207 690 1215 908
22 34 26 3,1777 1030 353 842 1141
35 15 34 26 3,1777 1653 1030 353 842 1141
22 34 34 26 3,1777 1030 1207 353 842 1141
22 34 26 17 15 31 11,1777 1030 690 1215 88 211 164 1767
35 15 34 26 17 15 31 11,1777 1653 1030 690 1215 88 211 164 1767
22 34 34 26 17 15 31 11,1777 1030 1207 690 1215 88 211 164 1767
22 28,1777 1030 518
35 15 28,1777 1653 1030 518
22 34 28,1777 1030 2030 518
22 34 28,1777 1030 1165 533
35 15 34 28,1777 1653 1030 1046 533
22 34 34 28,1777 1030 484 1273 533
35 15,1777 1653 1030
22 34 26 3,1778 484 1139 1215 908
22 34 34 26 3,1778 484 1207 1139 1215 908
22 34 26 3,1778 484 353 842 1141
22 34 34 26 3,1778 484 1971 353 842 1141
22 34 26 3,1778 484 353 842 1646
22 34 34 26 3,1778 484 1971 353 842 1646
22 28,1778 484 533
22 34 28,1778 484 1273 533
22 34 34 28,1778 484 1273 1165 533
31 15 34 26 3,1779 1858 484 1139 1818 594
18 15 34 26 3,1779 440 484 1139 1818 594
31 15 34 34 26 3,1779 1858 484 1207 1139 1818 594
18 15 34 34 26 3,1779 440 484 1207 1139 1818 594
31 15 34 26 3,1779 1858 484 1139 1818 1212
18 15 34 26 3,1779 440 484 1139 1818 1212
18 15 34 34 26 3,1779 440 1719 484 1139 1215 1212
31 15 34 34 26 3,1779 1858 484 1207 1139 1215 1212
31 15 34 26 3,1779 1858 484 1139 1215 1498
18 15 34 26 3,1779 440 484 1139 1215 1498
18 15 34 34 26 3,1779 440 1719 484 1139 1215 1498
31 15 34 34 26 3,1779 1858 484 1207 1139 1215 1498
22 28,1779 1352 533
31 15 28,1779 1858 484 533
18 15 28,1779 440 484 533
31 15 34 28,1779 1858 484 1273 533
18 15 34 28,1779 440 1719 484 533
31 15 16,1779 1858 484 1344
18 15 16,1779 440 484 1344
31 15 34 16,1779 1858 484 1207 1344
18 15 34 16,1779 440 484 1207 1344
18 15,1779 440 1352
31 15 34 15,1779 1858 484 1695 1352
18 15 34 15,1779 440 484 1695 1352
31 15 34 34 15,1779 1858 484 353 1695 1352
18 15 34 34 15,1779 440 484 353 1695 1352
18 15,1779 440 1746
18 15 34 26 31,1779 440 484 1139 1215 1858
18 15 34 34 26 31,1779 440 1719 484 1139 1215 1858
34 27,1780 2008 1480
34 23,1780 2008 1480
34 34 23,1780 2008 1837 1480
34 26,1780 1299 2016
34 34 26,1780 2008 883 2016
22 34 34,2016 257 260 1780
26 12,1780 2016 518
34 28,1780 1030 518
26 22 28,1780 2016 257 518
34 34 28,1780 1762 1673 518
34 31,1780 2008 46
34 31,1780 2008 65
34 31,1780 2008 156
34 34 31,1780 2008 1740 156
34 31,1780 2008 576
34 31,1780 2008 826
34 31,1780 113 1002
34 34 31,1780 113 2013 1002
34 31,1780 2008 1133
34 34 31,1780 2008 1740 1133
34 31,1780 2008 1247
34 31,1780 2008 1249
34 34 31,1780 2008 1740 1249
34 31,1780 484 1264
34 34 31,1780 484 907 1264
34 31,1780 1762 1495
34 34 31,1780 1927 43 1495
34 31,1780 2008 1663
34 31,1780 113 1806
34 27,1780 1673 1806
34 34 31,1780 113 1949 1806
34 31,1780 2008 1808
34 31,1780 2008 1810
34 31,1780 2008 1906
34 31,1780 2008 1913
34 31,1780 484 1945
34 34,1780 2008 1673
34 34,1673 113 1780
34 34,1780 2008 1886
34 34,1886 2008 1780
34 34,1780 2008 1927
34 34,1927 113 1780
34 34,1780 1927 2008
34 34,2008 995 1780
22 34 26 3,1781 484 1139 1818 377
31 15 34 26 3,1781 857 282 1139 1818 377
22 34 34 26 3,1781 484 1207 1139 1818 377
18 15 34 26 3,1781 1035 484 1139 1818 377
22 34 26 3,1781 484 1139 1818 1212
31 15 26 3,1781 1985 856 2031 1212
31 15 34 26 3,1781 1686 484 1139 1818 1212
22 34 34 26 3,1781 484 1207 1139 1215 1212
22 28,1781 484 533
18 15 28,1781 1035 1719 533
22 34 28,1781 484 1273 533
31 15 28,1781 1026 1286 533
31 15,1781 1539 484
18 15,1781 1035 484
31 13 15,1781 1686 440 484
18 15 34,1781 1035 1719 484
31 15 34,1781 550 247 484
22 34 26 31,1781 484 1669 2016 158
22 34 26 31,1781 484 690 1215 1421
31 15 34 26 31,1781 936 977 690 1215 1421
22 34 34 26 31,1781 484 1207 1139 1215 1421
31 15 34 26 3,1782 1686 484 1139 1818 377
31 15 34 34 26 3,1782 1686 484 1207 1139 1818 377
31 13 15 34 26 3,1782 1686 440 484 1139 1818 377
22 28,1782 1352 533
31 15 28,1782 1686 484 533
31 15 34 28,1782 1686 484 1273 533
31 13 15 28,1782 1686 440 1352 533
31 13 15,1782 1686 440 1352
31 15 34 15,1782 1539 484 1695 1352
31 13 15 34 15,1782 1686 440 484 1695 1352
31 15 34 34 15,1782 1109 484 353 1695 1352
31 15 34 26 31,1782 1686 484 1687 2016 158
31 15 34 26 31,1782 936 977 690 1215 1421
22 34 26 3,1783 484 1139 1818 377
18 15 34 26 3,1783 1035 484 1139 1818 377
22 34 34 26 3,1783 484 1207 1139 1818 377
31 15 34 26 3,1783 1539 484 1139 1818 377
18 15 34 34 26 3,1783 1035 484 1207 1139 1818 377
22 28,1783 484 533
18 15 28,1783 1035 484 533
22 34 28,1783 484 1273 533
31 15 28,1783 1539 484 533
18 15,1783 1035 484
31 15,1783 1539 484
18 15 34,1783 1035 1719 484
31 13 15,1783 1686 440 484
31 15 34,1783 979 1254 484
31 13 15 34,1783 1686 440 1719 484
31 15 34 34,1783 979 1254 2008 484
22 34 26 31,1783 484 690 1215 1421
18 15 34 26 31,1783 1035 484 1139 1215 1421
22 34 34 26 31,1783 484 1207 1139 1215 1421
31 15 34 26 31,1783 979 1254 690 1215 1421
22 34 26 3,1784 484 1139 1818 594
12 34 34 26 3,1784 1235 1207 1139 1818 594
22 34 34 26 3,1784 484 1207 1139 1818 594
31 15 34 26 3,1784 1686 484 1139 1818 594
12 34 34 34 26 3,1784 1235 1207 484 1139 1818 594
22 34 34 34 26 3,1784 484 623 282 1139 1818 594
22 34 26 3,1784 484 690 1215 1212
12 34 34 26 3,1784 1235 1299 690 1215 1212
22 34 34 26 3,1784 484 1207 1139 1215 1212
31 15 34 26 3,1784 1686 484 1139 1818 1212
22 34,1784 484 1235
31 15 34,1784 936 977 1235
22 34 34,1784 484 1179 1235
22 16,1784 484 1344
12 34 16,1784 1235 1286 1344
22 34 16,1784 484 1207 1344
31 15 16,1784 1686 484 1344
12 34,1784 1235 484
31 15,1784 1686 484
12 34 34,1784 1235 1838 484
31 13 15,1784 1686 440 484
31 15 34,1784 1882 353 484
18 15 34 34 26 3,1785 743 1254 484 1139 1818 377
6 15 34 34 26 3,1785 743 1254 484 1139 1818 377
18 15 34 34 34 26 3,1785 743 1254 484 1207 1139 1818 377
6 15 34 34 34 26 3,1785 743 1254 623 484 1139 1818 377
18 15 34 26 3,1785 743 1254 353 842 1113
6 15 34 26 3,1785 743 1254 353 842 1113
18 15 34 34 26 3,1785 743 1254 2008 353 842 1113
6 15 34 34 26 3,1785 743 1254 2008 353 842 1113
18 15 34 26 3,1785 743 1254 690 1215 1212
6 15 34 26 3,1785 743 1254 690 1215 1212
18 15 34 34 26 3,1785 743 1254 484 1139 1818 1212
6 15 34 34 26 3,1785 743 1254 484 1139 1818 1212
18 15 34 34 34 28,1785 743 1254 484 260 856 1279
6 15 34 34 34 28,1785 743 1254 484 260 856 1279
18 15 34 26 17 15 31,1785 743 1254 690 1215 88 211 164
6 15 34 26 17 15 31,1785 743 1254 690 1215 88 211 164
18 15 34 34 26 17 15 31,1785 743 1254 2008 690 1215 88 211 164
6 15 34 34 26 17 15 31,1785 743 1254 2008 690 1215 88 211 164
31 15 34 26 3,1786 1109 484 1139 1818 377
31 15 34 34 26 3,1786 1109 484 1207 1139 1818 377
31 13 15 34 26 3,1786 1358 1662 282 1139 1818 377
31 15 26 3,1786 1882 353 842 1879
31 15 34 26 3,1786 1686 484 1139 1818 1879
31 13 15 26 3,1786 1882 1652 353 1803 1879
31 13 15,1786 1686 440 1313
31 15 34 26 3,1787 1686 484 1139 1818 377
18 15 34 26 3,1787 1647 484 1139 1818 377
6 15 34 26 3,1787 1647 484 1139 1818 377
31 15 34 34 26 3,1787 1686 484 1207 1139 1818 377
31 13 15 34 26 3,1787 1686 440 484 1139 1818 377
18 15 34 34 26 3,1787 1647 484 1207 1139 1818 377
18 28,1787 1647 533
6 28,1787 1647 533
18 15 28,1787 1647 961 533
6 15 28,1787 1647 961 533
31 15 28,1787 1026 1286 533
31 15 26 31,1787 118 257 2016 158
31 15 34 26 31,1787 1686 484 1669 2016 158
18 15 34 26 31,1787 1647 484 1669 2016 158
6 15 34 26 31,1787 1647 484 1669 2016 158
31 15 34 26 31,1787 1686 484 1139 1215 1421
18 15 34 26 31,1787 1647 484 1139 1215 1421
6 15 34 26 31,1787 1647 484 1139 1215 1421
22 34 26 3,1788 484 1139 1818 377
22 34 34 26 3,1788 257 623 1139 1818 377
22 34 26 3,1788 484 1139 1818 796
22 34 34 26 3,1788 257 484 1139 1818 796
22 28,1788 257 518
22 34 28,1788 484 1688 518
22 26 12,1788 257 2016 518
18 15 28,1788 1901 445 518
22 28,1788 484 533
22 34 28,1788 257 484 533
17 15 28,1788 458 986 533
17 28,1788 458 1956
22 34 28,1788 977 707 1956
17 15 34 28,1788 458 977 707 1956
22 34 34 28,1788 977 2008 707 1956
22 26 31 13,1788 257 2016 158 1901
22 34 26 31 13,1788 977 1669 2016 158 1901
22 34,1788 484 257
18 15,1788 1901 257
22 34 34,1788 484 1762 257
17 15 34,1788 458 977 257
22 34,1788 257 484
22 34 34,1788 257 1907 484
18 15 34,1788 1901 257 484
